code,complexity
"def knap(weights, values, cap):
    n = len(weights)
    def dfs(i, c):
        if i == n or c == 0:
            return 0
        best = dfs(i + 1, c)
        if weights[i] <= c:
            take = values[i] + dfs(i + 1, c - weights[i])
            if take > best:
                best = take
        return best
    return dfs(0, cap)

knap([2,3,4], [4,5,6], 5)
",O(2 ^ n)
"def ways(nums, target):
    n = len(nums)
    def dfs(i, s):
        if i == n:
            return 1 if s == target else 0
        return dfs(i + 1, s + nums[i]) + dfs(i + 1, s - nums[i])
    return dfs(0, 0)

ways([1,1,1,1,1], 3)
",O(2 ^ n)
"def min_diff(nums):
    total = sum(nums)
    n = len(nums)
    best = [float('inf')]
    def dfs(i, s):
        if i == n:
            d = abs(total - 2 * s)
            if d < best[0]:
                best[0] = d
            return
        dfs(i + 1, s)
        dfs(i + 1, s + nums[i])
    dfs(0, 0)
    return best[0]

min_diff([3,1,4,2,2])
",O(2 ^ n)
"def can_break(s, words):
    n = len(s)
    def dfs(i):
        if i == n:
            return True
        j = i + 1
        while j <= n:
            if s[i:j] in words and dfs(j):
                return True
            j += 1
        return False
    return dfs(0)

can_break('leetcode', {'leet','code'})
",O(2 ^ n)
"def sat(vars_count, clauses):
    sol = []
    cur = [False] * vars_count
    def ok():
        for clause in clauses:
            good = False
            for var, sign in clause:
                val = cur[var]
                if (val if sign else not val):
                    good = True
                    break
            if not good:
                return False
        return True
    def dfs(i):
        if i == vars_count:
            if ok():
                sol.append(cur[:])
            return
        cur[i] = False
        dfs(i + 1)
        cur[i] = True
        dfs(i + 1)
    dfs(0)
    return sol

sat(3, [[(0, True), (1, False)], [(2, True)]])
",O(2 ^ n)
"def subsequences(s):
    out = []
    path = []
    n = len(s)
    def dfs(i):
        if i == n:
            out.append(''.join(path))
            return
        dfs(i + 1)
        path.append(s[i])
        dfs(i + 1)
        path.pop()
    dfs(0)
    return out

subsequences('abcd')
",O(2 ^ n)
"def gray(n):
    if n == 0:
        return ['']
    g = gray(n - 1)
    return ['0' + x for x in g] + ['1' + x for x in reversed(g)]

gray(3)
",O(2 ^ n)
"def letter_case(s):
    res = []
    arr = list(s)
    n = len(arr)
    def dfs(i):
        if i == n:
            res.append(''.join(arr))
            return
        c = arr[i]
        if c.isalpha():
            arr[i] = c.lower()
            dfs(i + 1)
            arr[i] = c.upper()
            dfs(i + 1)
        else:
            dfs(i + 1)
    dfs(0)
    return res

letter_case('a1b2')
",O(2 ^ n)
"def subset_products(nums):
    prods = []
    n = len(nums)
    def dfs(i, acc):
        if i == n:
            prods.append(acc)
            return
        dfs(i + 1, acc)
        dfs(i + 1, acc * nums[i])
    dfs(0, 1)
    return prods

subset_products([2,3,5])
",O(2 ^ n)
"def powerset(nums):
    res=[]
    path=[]
    def dfs(i):
        if i==len(nums):
            res.append(path[:])
            return
        path.append(nums[i])
        dfs(i+1)
        path.pop()
        dfs(i+1)
    dfs(0)
    return res

print(powerset([1,2,3,4]))
",O(2 ^ n)
"def fib(n):
    return n if n<2 else fib(n-1)+fib(n-2)

print(fib(30))
",O(2 ^ n)
"def count_subsets(arr,target):
    def go(i,s):
        if i==len(arr):
            return 1 if s==target else 0
        return go(i+1,s)+go(i+1,s+arr[i])
    return go(0,0)

print(count_subsets([2,3,5,6,8,10],10))
",O(2 ^ n)
"def all_substrings_from_subset(s):
    n=len(s)
    return [''.join(s[j] for j in range(n) if (mask>>j)&1) for mask in range(1<<n)]

print(all_substrings_from_subset('wxyz'))
",O(2 ^ n)
"def gray(n):
    if n==0:
        return ['']
    prev=gray(n-1)
    return ['0'+x for x in prev]+['1'+x for x in reversed(prev)]

print(gray(3))
",O(2 ^ n)
"def ways(nums,target):
    cnt=0
    def dfs(i,s):
        nonlocal cnt
        if i==len(nums):
            if s==target:
                cnt+=1
            return
        dfs(i+1,s+nums[i])
        dfs(i+1,s-nums[i])
    dfs(0,0)
    return cnt

print(ways([1,1,2,3],1))
",O(2 ^ n)
"def bin_strings(n):
    ans=[]
    def build(pref,k):
        if k==n:
            ans.append(''.join(pref))
            return
        pref.append('0')
        build(pref,k+1)
        pref.pop()
        pref.append('1')
        build(pref,k+1)
        pref.pop()
    build([],0)
    return ans

print(len(bin_strings(12)))
",O(2 ^ n)
"def sat(vars_list, func):
    n=len(vars_list)
    count=0
    for mask in range(1<<n):
        vals={vars_list[i]: bool((mask>>i)&1) for i in range(n)}
        if func(vals):
            count+=1
    return count

print(sat(['a','b','c','d'], lambda v: (v['a'] and not v['b']) or (v['c'] and v['d'])))
",O(2 ^ n)
"def min_diff(nums):
    best=[float('inf')]
    def dfs(i,s):
        if i==len(nums):
            if abs(s)<best[0]:
                best[0]=abs(s)
            return
        dfs(i+1,s+nums[i])
        dfs(i+1,s-nums[i])
    dfs(0,0)
    return best[0]

print(min_diff([1,6,11,5]))
",O(2 ^ n)
"def pal_subsets(s):
    res=[]
    n=len(s)
    for mask in range(1<<n):
        t=''.join(s[i] for i in range(n) if (mask>>i)&1)
        if t==t[::-1]:
            res.append(t)
    return res

print(len(pal_subsets('aabbaa')))
",O(2 ^ n)
"def subset_sums(nums):
    sums=set()
    def dfs(i,s):
        if i==len(nums):
            sums.add(s)
            return
        dfs(i+1,s)
        dfs(i+1,s+nums[i])
    dfs(0,0)
    return sorted(sums)

print(subset_sums([3,1,2,4]))
",O(2 ^ n)
"def subsets_iter(seq):
    def rec(i,cur):
        if i==len(seq):
            yield tuple(cur)
            return
        yield from rec(i+1,cur)
        cur.append(seq[i])
        yield from rec(i+1,cur)
        cur.pop()
    return list(rec(0,[]))

print(subsets_iter([0,1,2,3]))
",O(2 ^ n)
"def ps(lst):
    res=[[]]
    for x in lst:
        res+=[r+[x] for r in res]
    return res

print(ps([1,2,3,4]))
",O(2 ^ n)
"def inclusion_exclusion(sets):
    n=len(sets)
    total=0
    for mask in range(1<<n):
        if mask==0:
            continue
        inter=None
        bits=0
        for i in range(n):
            if (mask>>i)&1:
                bits+=1
                inter=sets[i] if inter is None else inter & sets[i]
        total+=((-1)**(bits+1))*len(inter)
    return total

a=set(range(1,51))
b=set(range(1,101,2))
c=set(range(1,101,3))
print(inclusion_exclusion([a,b,c]))
",O(2 ^ n)
"def knap(w,v,W):
    n=len(w)
    def dfs(i,cap):
        if i==n:
            return 0
        best=dfs(i+1,cap)
        if w[i]<=cap:
            t=v[i]+dfs(i+1,cap-w[i])
            if t>best:
                best=t
        return best
    return dfs(0,W)

print(knap([2,3,4,5],[3,4,5,8],5))
",O(2 ^ n)
"class Assign:
    def __init__(self, arr):
        self.arr=arr
    def count_even_sum_assignments(self):
        self.count=0
        def rec(i,s):
            if i==len(self.arr):
                if s%2==0:
                    self.count+=1
                return
            rec(i+1,s+self.arr[i])
            rec(i+1,s-self.arr[i])
        rec(0,0)
        return self.count

print(Assign([3,5,7,9]).count_even_sum_assignments())
",O(2 ^ n)
"def letter_case_permutations(s):
    res=['']
    for ch in s:
        if ch.isalpha():
            res=[r+ch.lower() for r in res]+[r+ch.upper() for r in res]
        else:
            res=[r+ch for r in res]
    return res

print(letter_case_permutations('a1b2'))
",O(2 ^ n)
"def count_bitstrings(n,k):
    c=0
    def dfs(i,ones):
        nonlocal c
        if i==n:
            if ones<=k:
                c+=1
            return
        dfs(i+1,ones)
        dfs(i+1,ones+1)
    dfs(0,0)
    return c

print(count_bitstrings(16,5))
",O(2 ^ n)
"def fib(n):
    if n < 2:
        return n
    return fib(n-1) + fib(n-2)

print(fib(25))
",O(2 ^ n)
"vals=[3,4,5,6]
wt=[2,3,4,5]
W=8

def kn(i,w):
    if i==len(vals):
        return 0
    r=kn(i+1,w)
    if wt[i]<=w:
        t=vals[i]+kn(i+1,w-wt[i])
        if t>r:
            r=t
    return r

print(kn(0,W))
",O(2 ^ n)
"arr=[-1,1,2,-2,3]

def cnt(i,s):
    if i==len(arr):
        return 1 if s==0 else 0
    return cnt(i+1,s)+cnt(i+1,s+arr[i])

print(cnt(0,0))
",O(2 ^ n)
"nums=[1,1,1,1,1]
T=3

def ways(i,total):
    if i==len(nums):
        return 1 if total==T else 0
    return ways(i+1,total+nums[i])+ways(i+1,total-nums[i])

print(ways(0,0))
",O(2 ^ n)
"class X:
    def __init__(self,a,k):
        self.a=a
        self.k=k
        self.ans=0
    def dfs(self,i,x):
        if i==len(self.a):
            if x==self.k:
                self.ans+=1
            return
        self.dfs(i+1,x)
        self.dfs(i+1,x^self.a[i])

s=X([1,2,3,4],6)
s.dfs(0,0)
print(s.ans)
",O(2 ^ n)
"n=10
k=4

def rec(i,c):
    if i==n:
        return 1 if c==k else 0
    return rec(i+1,c)+rec(i+1,c+1)

print(rec(0,0))
",O(2 ^ n)
"arr=[2,3,5]
target=30

def prod(i,p):
    if i==len(arr):
        return 1 if p==target else 0
    return prod(i+1,p)+prod(i+1,p*arr[i])

print(prod(0,1))
",O(2 ^ n)
"def f(n):
    if n==0:
        return 1
    return f(n-1)+f(n-1)

print(f(20))
",O(2 ^ n)
"arr=[1,2,7,1]
target=5

def rec(i,s):
    if i==len(arr):
        return 1 if s==target else 0
    return rec(i+1,s+arr[i]) + rec(i+1,s-arr[i])

print(rec(0,0))
",O(2 ^ n)
"n=18

def c(i,p):
    if i==n:
        return 1 if p==0 else 0
    return c(i+1,p) + c(i+1,1-p)

print(c(0,0))
",O(2 ^ n)
"def solve():
    nums=[2,4,6,10]
    S=16
    def dfs(i,s):
        if i==len(nums):
            return 1 if s==S else 0
        return dfs(i+1,s)+dfs(i+1,s+nums[i])
    return dfs(0,0)

print(solve())
",O(2 ^ n)
"a=[1,3,5,7,9]
T=10
ans=0

def dfs(i,s):
    global ans
    if i==len(a):
        if s==T:
            ans+=1
        return
    dfs(i+1,s)
    dfs(i+1,s+a[i])

dfs(0,0)
print(ans)
",O(2 ^ n)
"coefs=[1,2,3,4,5]

def count(i,v):
    if i==len(coefs):
        return 1 if v==0 else 0
    return count(i+1,v+coefs[i]) + count(i+1,v-coefs[i])

res=count(0,0)
print(f""{res}"")
",O(2 ^ n)
"nums=[1,2,3,4]

def sums(i,acc):
    if i==len(nums):
        yield acc
        return
    yield from sums(i+1,acc)
    yield from sums(i+1,acc+nums[i])

print(sum(1 for _ in sums(0,0)))
",O(2 ^ n)
"class Sign:
    def __init__(self, arr, target):
        self.arr=arr
        self.t=target
        self.best=None
    def go(self,i,s):
        if i==len(self.arr):
            d=abs(s-self.t)
            if self.best is None or d<self.best:
                self.best=d
            return
        self.go(i+1,s+self.arr[i])
        self.go(i+1,s-self.arr[i])

x=Sign([7,1,3,9],5)
x.go(0,0)
print(f""{x.best}"")
",O(2 ^ n)
"def powerset(a):
    res=[]
    cur=[]
    def go(i):
        if i==len(a):
            res.append(cur[:])
            return
        go(i+1)
        cur.append(a[i])
        go(i+1)
        cur.pop()
    go(0)
    return res
",O(2 ^ n)
"def subset_sum(nums,target):
    ans=False
    def dfs(i,s):
        nonlocal ans
        if i==len(nums):
            if s==target:
                ans=True
            return
        if ans:
            return
        dfs(i+1,s)
        dfs(i+1,s+nums[i])
    dfs(0,0)
    return ans
",O(2 ^ n)
"def best_under(nums,limit):
    best=0
    n=len(nums)
    for mask in range(1<<n):
        s=0
        for i in range(n):
            if mask>>i & 1:
                s+=nums[i]
        if s<=limit and s>best:
            best=s
    return best
",O(2 ^ n)
"def count_target(nums,target):
    c=0
    def dfs(i,s):
        nonlocal c
        if i==len(nums):
            if s==target:
                c+=1
            return
        dfs(i+1,s+nums[i])
        dfs(i+1,s-nums[i])
    dfs(0,0)
    return c
",O(2 ^ n)
"def fib(n):
    if n<=1:
        return n
    return fib(n-1)+fib(n-2)
",O(2 ^ n)
"def binaries(n):
    out=[]
    s=['0']*n
    def rec(i):
        if i==n:
            out.append(''.join(s))
            return
        s[i]='0'
        rec(i+1)
        s[i]='1'
        rec(i+1)
    rec(0)
    return out
",O(2 ^ n)
"def letter_case_permutations(s):
    res=[]
    arr=list(s)
    def dfs(i):
        if i==len(arr):
            res.append(''.join(arr))
            return
        if arr[i].isalpha():
            original=arr[i]
            arr[i]=original.lower()
            dfs(i+1)
            arr[i]=original.upper()
            dfs(i+1)
            arr[i]=original
        else:
            dfs(i+1)
    dfs(0)
    return res
",O(2 ^ n)
"def knapsack(weights,values,cap):
    n=len(weights)
    def dfs(i,w):
        if i==n:
            return 0
        best=dfs(i+1,w)
        if w+weights[i]<=cap:
            v=values[i]+dfs(i+1,w+weights[i])
            if v>best:
                best=v
        return best
    return dfs(0,0)
",O(2 ^ n)
"def max_independent_set(n,edges):
    g=[set() for _ in range(n)]
    for u,v in edges:
        g[u].add(v); g[v].add(u)
    best=0
    chosen=[False]*n
    def dfs(i,c):
        nonlocal best
        if i==n:
            if c>best:
                best=c
            return
        ok=True
        for j in range(n):
            if chosen[j] and j in g[i]:
                ok=False
                break
        if ok:
            chosen[i]=True
            dfs(i+1,c+1)
            chosen[i]=False
        dfs(i+1,c)
    dfs(0,0)
    return best
",O(2 ^ n)
"def count_subset_xor(nums,target):
    cnt=0
    def dfs(i,x):
        nonlocal cnt
        if i==len(nums):
            if x==target:
                cnt+=1
            return
        dfs(i+1,x)
        dfs(i+1,x^nums[i])
    dfs(0,0)
    return cnt
",O(2 ^ n)
"def all_subsets(items):
    cur=[]
    def back(i):
        if i==len(items):
            yield tuple(cur)
            return
        yield from back(i+1)
        cur.append(items[i])
        yield from back(i+1)
        cur.pop()
    return list(back(0))
",O(2 ^ n)
"n=5
sol=[]
arr=list(range(n))
choose=[False]*n
def go(i):
    if i==n:
        a=[arr[j] for j in range(n) if choose[j]]
        b=[arr[j] for j in range(n) if not choose[j]]
        sol.append((tuple(a),tuple(b)))
        return
    choose[i]=False
    go(i+1)
    choose[i]=True
    go(i+1)
    choose[i]=False

go(0)
",O(2 ^ n)
"def satisfy(c):
    n=len(c)
    best=None
    def dfs(i,cur):
        nonlocal best
        if i==n:
            v=0
            for j,x in enumerate(cur):
                v+= (1 if x else -1)*c[j]
            if best is None or abs(v)<abs(best):
                best=v
            return
        dfs(i+1,cur+[False])
        dfs(i+1,cur+[True])
    dfs(0,[])
    return best
",O(2 ^ n)
"class Explorer:
    def __init__(self, nums):
        self.nums=nums
        self.paths=0
    def run(self):
        self._dfs(0,0)
        return self.paths
    def _dfs(self,i,s):
        if i==len(self.nums):
            if s%2==0:
                self.paths+=1
            return
        self._dfs(i+1,s)
        self._dfs(i+1,s+self.nums[i])
",O(2 ^ n)
"def count_subsets(nums, target):
    ans = 0
    def dfs(i, s):
        nonlocal ans
        if i == len(nums):
            if s == target:
                ans += 1
            return
        dfs(i + 1, s)
        dfs(i + 1, s + nums[i])
    dfs(0, 0)
    return ans

print(count_subsets([1, 2, 3, 4, 5], 5))
",O(2 ^ n)
"def power_set(s):
    n = len(s)
    res = []
    for mask in range(1 << n):
        subset = [s[i] for i in range(n) if (mask >> i) & 1]
        res.append(tuple(subset))
    return res

ps = power_set(['a','b','c','d','e','f'])
print(f'Total subsets: {len(ps)}')
",O(2 ^ n)
"def fib(n):
    if n < 2:
        return n
    return fib(n - 1) + fib(n - 2)

print(fib(20))
",O(2 ^ n)
"def hanoi(n, src, aux, dst, moves):
    if n == 0:
        return
    hanoi(n - 1, src, dst, aux, moves)
    moves.append((src, dst))
    hanoi(n - 1, aux, src, dst, moves)

moves = []
hanoi(5, 'A', 'B', 'C', moves)
print(len(moves))
",O(2 ^ n)
"def target_sum(nums, t):
    count = 0
    def dfs(i, total):
        nonlocal count
        if i == len(nums):
            if total == t:
                count += 1
            return
        dfs(i + 1, total + nums[i])
        dfs(i + 1, total - nums[i])
    dfs(0, 0)
    return count

print(target_sum([1, 1, 1, 1, 1], 3))
",O(2 ^ n)
"def sat(clauses, vars_count):
    def eval_clause(cl, assignment):
        for lit in cl:
            v = abs(lit) - 1
            val = assignment[v]
            if lit > 0 and val:
                return True
            if lit < 0 and not val:
                return True
        return False
    n = vars_count
    found = False
    def dfs(i, assign):
        nonlocal found
        if i == n:
            if all(eval_clause(c, assign) for c in clauses):
                found = True
            return
        if found:
            return
        assign.append(False)
        dfs(i + 1, assign)
        assign.pop()
        assign.append(True)
        dfs(i + 1, assign)
        assign.pop()
    dfs(0, [])
    return found

print(sat([[1, -2], [-1, 3], [-3, 2]], 3))
",O(2 ^ n)
"class Partition:
    def __init__(self, arr):
        self.arr = arr
        self.total = sum(arr)
        self.best = float('inf')
    def solve(self):
        def go(i, cur):
            if i == len(self.arr):
                d = abs(self.total - 2 * cur)
                if d < self.best:
                    self.best = d
                return
            go(i + 1, cur)
            go(i + 1, cur + self.arr[i])
        go(0, 0)
        return self.best

print(Partition([3, 1, 4, 2, 2, 1]).solve())
",O(2 ^ n)
"def count_xor(nums, k):
    ans = 0
    def dfs(i, x):
        nonlocal ans
        if i == len(nums):
            if x == k:
                ans += 1
            return
        dfs(i + 1, x)
        dfs(i + 1, x ^ nums[i])
    dfs(0, 0)
    return ans

print(count_xor([1, 2, 3, 4], 6))
",O(2 ^ n)
"def gen(n):
    out = []
    def rec(prefix, k):
        if k == 0:
            out.append(prefix)
            return
        rec(prefix + '0', k - 1)
        rec(prefix + '1', k - 1)
    rec('', n)
    return out

print(len(gen(12)))
",O(2 ^ n)
"def subset_product_exists(nums, k):
    found = [False]
    def dfs(i, prod):
        if i == len(nums):
            if prod == k:
                found[0] = True
            return
        if found[0]:
            return
        dfs(i + 1, prod)
        dfs(i + 1, prod * nums[i])
    dfs(0, 1)
    return found[0]

print(subset_product_exists([2, 3, 5], 30))
",O(2 ^ n)
"def count_subsets(arr, target):
    n = len(arr)
    def dfs(i, s):
        if i == n:
            return 1 if s == target else 0
        return dfs(i + 1, s) + dfs(i + 1, s + arr[i])
    return dfs(0, 0)

print(count_subsets([1,2,3,4,5], 5))
",O(2 ^ n)
"def power_set(xs):
    res = []
    n = len(xs)
    def rec(i, cur):
        if i == n:
            res.append(cur[:])
            return
        rec(i + 1, cur)
        cur.append(xs[i])
        rec(i + 1, cur)
        cur.pop()
    rec(0, [])
    return res

print(len(power_set([1,2,3,4,5,6])))
",O(2 ^ n)
"def fib(n):
    if n <= 1:
        return n
    return fib(n - 1) + fib(n - 2)

print(fib(20))
",O(2 ^ n)
"def subseqs(s):
    out = []
    def go(i, cur):
        if i == len(s):
            out.append(cur)
            return
        go(i + 1, cur)
        go(i + 1, cur + s[i])
    go(0, '')
    return out

print(len(subseqs('abcdefg')))
",O(2 ^ n)
"def sat(clauses, n):
    for mask in range(1 << n):
        ok = True
        for clause in clauses:
            clause_ok = False
            for var, is_pos in clause:
                val = (mask >> var) & 1
                if (val == 1) == is_pos:
                    clause_ok = True
                    break
            if not clause_ok:
                ok = False
                break
        if ok:
            return mask
    return None

print(sat([[(0, True), (1, False)], [(1, True)]], 2))
",O(2 ^ n)
"def min_diff(nums):
    best = [float('inf')]
    n = len(nums)
    def rec(i, s):
        if i == n:
            if abs(s) < best[0]:
                best[0] = abs(s)
            return
        rec(i + 1, s + nums[i])
        rec(i + 1, s - nums[i])
    rec(0, 0)
    return best[0]

print(min_diff([3,1,4,2,2,1]))
",O(2 ^ n)
"def bitstrings(n):
    res = []
    def build(i, cur):
        if i == n:
            res.append(''.join(cur))
            return
        cur.append('0')
        build(i + 1, cur)
        cur.pop()
        cur.append('1')
        build(i + 1, cur)
        cur.pop()
    build(0, [])
    return res

print(len(bitstrings(12)))
",O(2 ^ n)
"arr = [2,3,5,7,11]
prods = []

def dfs(i, p):
    if i == len(arr):
        prods.append(p)
        return
    dfs(i + 1, p)
    dfs(i + 1, p * arr[i])

dfs(0, 1)
print(len(prods))
",O(2 ^ n)
"class Solver:
    def solve(self, nums):
        ans = []
        def back(k, path):
            if k == len(nums):
                ans.append(path[:])
                return
            back(k + 1, path)
            path.append(nums[k])
            back(k + 1, path)
            path.pop()
        back(0, [])
        return ans

s = Solver()
print(len(s.solve([1,2,3,4,5,6,7,8])))
",O(2 ^ n)
"def exists(arr, target):
    n = len(arr)
    def dfs(i, s):
        if s == target:
            return True
        if i == n:
            return False
        return dfs(i + 1, s) or dfs(i + 1, s + arr[i])
    return dfs(0, 0)

print(exists([3,34,4,12,5,2], 9))
",O(2 ^ n)
"def knapsack01(values, weights, W):
    n = len(values)
    best = 0
    def dfs(i, sv, sw):
        nonlocal best
        if sw > W:
            return
        if i == n:
            if sv > best:
                best = sv
            return
        dfs(i + 1, sv, sw)
        dfs(i + 1, sv + values[i], sw + weights[i])
    dfs(0, 0, 0)
    return best

print(knapsack01([6,3,4,2], [5,3,2,1], 5))
",O(2 ^ n)
"def gray(n):
    if n == 0:
        return ['']
    prev = gray(n - 1)
    return ['0' + x for x in prev] + ['1' + x for x in reversed(prev)]

print(len(gray(12)))
",O(2 ^ n)
"def subsets(nums):
    res = []
    cur = []
    def dfs(i):
        if i == len(nums):
            res.append(cur[:])
            return
        cur.append(nums[i])
        dfs(i + 1)
        cur.pop()
        dfs(i + 1)
    dfs(0)
    return res

print(len(subsets([1,2,3,4,5,6,7,8,9])))
",O(2 ^ n)
"def fib(k):
    if k < 2:
        return k
    return fib(k - 1) + fib(k - 2)

print(fib(28))
",O(2 ^ n)
"def count_subsets(nums, target):
    def dfs(i, s):
        if i == len(nums):
            return 1 if s == target else 0
        return dfs(i + 1, s + nums[i]) + dfs(i + 1, s)
    return dfs(0, 0)

print(count_subsets([2, 3, 5, 6, 8, 10], 10))
",O(2 ^ n)
"def binaries(n):
    out = []
    def go(prefix, k):
        if k == n:
            out.append(prefix)
            return
        go(prefix + '0', k + 1)
        go(prefix + '1', k + 1)
    go('', 0)
    return out

print(len(binaries(15)))
",O(2 ^ n)
"def ways(nums, target):
    cnt = 0
    def dfs(i, acc):
        nonlocal cnt
        if i == len(nums):
            if acc == target:
                cnt += 1
            return
        dfs(i + 1, acc + nums[i])
        dfs(i + 1, acc - nums[i])
    dfs(0, 0)
    return cnt

print(ways([1,1,1,1,1,1,1,1], 0))
",O(2 ^ n)
"def power_set(items):
    res = [[]]
    for x in items:
        res += [p + [x] for p in res]
    return res

print(len(power_set(list(range(12)))))
",O(2 ^ n)
"def knap(values, weights, cap):
    def dfs(i, c):
        if i == len(values):
            return 0
        best = dfs(i + 1, c)
        if weights[i] <= c:
            take = values[i] + dfs(i + 1, c - weights[i])
            if take > best:
                best = take
        return best
    return dfs(0, cap)

print(knap([9, 6, 7, 12, 8], [2, 3, 4, 6, 5], 10))
",O(2 ^ n)
"def subsequences(s):
    res = []
    def dfs(i, buf):
        if i == len(s):
            res.append(''.join(buf))
            return
        buf.append(s[i])
        dfs(i + 1, buf)
        buf.pop()
        dfs(i + 1, buf)
    dfs(0, [])
    return res

print(len(subsequences('abcdefghijkl')))
",O(2 ^ n)
"def max_xor(arr):
    best = 0
    def dfs(i, cur):
        nonlocal best
        if i == len(arr):
            if cur > best:
                best = cur
            return
        dfs(i + 1, cur ^ arr[i])
        dfs(i + 1, cur)
    dfs(0, 0)
    return best

print(max_xor([3, 10, 5, 25, 2, 8]))
",O(2 ^ n)
"class ParityCounter:
    def __init__(self, n):
        self.n = n
    def brute(self):
        ans = 0
        def rec(i, bits):
            nonlocal ans
            if i == self.n:
                if sum(bits) % 2 == 0:
                    ans += 1
                return
            bits.append(0)
            rec(i + 1, bits)
            bits.pop()
            bits.append(1)
            rec(i + 1, bits)
            bits.pop()
        rec(0, [])
        return ans

pc = ParityCounter(18)
print(pc.brute())
",O(2 ^ n)
"def min_diff(arr):
    total = sum(arr)
    best = [float('inf')]
    n = len(arr)
    def dfs(i, s):
        if i == n:
            d = abs(total - 2 * s)
            if d < best[0]:
                best[0] = d
            return
        dfs(i + 1, s + arr[i])
        dfs(i + 1, s)
    dfs(0, 0)
    return best[0]

print(min_diff([3, 1, 4, 2, 2, 1]))
",O(2 ^ n)
"def all_masks(n):
    res = []
    def rec(mask, i):
        if i == n:
            res.append(mask)
            return
        rec(mask, i + 1)
        rec(mask | (1 << i), i + 1)
    rec(0, 0)
    return res

print(len(all_masks(17)))
",O(2 ^ n)
"def subsets(arr):
    res=[]
    path=[]
    def dfs(i):
        if i==len(arr):
            res.append(path[:])
            return
        path.append(arr[i])
        dfs(i+1)
        path.pop()
        dfs(i+1)
    dfs(0)
    return res

print(subsets([1,2,3]))
",O(2 ^ n)
"def fib(n):
    if n<=1:
        return n
    return fib(n-1)+fib(n-2)

print(fib(20))
",O(2 ^ n)
"def knap(w, v, cap, i=0):
    if i==len(w) or cap<=0:
        return 0
    take=0
    if w[i]<=cap:
        take=v[i]+knap(w, v, cap-w[i], i+1)
    skip=knap(w, v, cap, i+1)
    return max(take, skip)

print(knap([2,3,4,5],[3,4,5,8],5))
",O(2 ^ n)
"def hanoi(n, a, b, c, moves):
    if n==0:
        return
    hanoi(n-1, a, c, b, moves)
    moves.append((a,b))
    hanoi(n-1, c, b, a, moves)

m=[]
hanoi(4, 'A', 'C', 'B', m)
print(len(m))
",O(2 ^ n)
"def gen(n):
    out=[]
    def go(prefix, k):
        if k==0:
            out.append(prefix)
            return
        go(prefix+'0', k-1)
        go(prefix+'1', k-1)
    go('', n)
    return out

print(gen(4))
",O(2 ^ n)
"def count_ways(nums, target):
    ans=0
    def dfs(i, total):
        nonlocal ans
        if i==len(nums):
            if total==target:
                ans+=1
            return
        dfs(i+1, total+nums[i])
        dfs(i+1, total-nums[i])
    dfs(0,0)
    return ans

print(count_ways([1,1,2,3],1))
",O(2 ^ n)
"def best_sum(nums, limit):
    best=-10**9
    def dfs(i, s):
        nonlocal best
        if s>limit:
            return
        if i==len(nums):
            if s>best:
                best=s
            return
        dfs(i+1, s+nums[i])
        dfs(i+1, s)
    dfs(0,0)
    return best

print(best_sum([7,2,9,3],10))
",O(2 ^ n)
"def count_even_sum(nums):
    count=0
    def dfs(i, s):
        nonlocal count
        if i==len(nums):
            if s%2==0:
                count+=1
            return
        dfs(i+1, s+nums[i])
        dfs(i+1, s)
    dfs(0,0)
    return count

print(count_even_sum([1,2,3,4]))
",O(2 ^ n)
"def expressions(digits, target):
    res=[]
    def dfs(i, expr, total):
        if i==len(digits):
            if total==target:
                res.append(expr)
            return
        d=digits[i]
        dfs(i+1, expr+'+'+str(d), total+d)
        dfs(i+1, expr+'-'+str(d), total-d)
    if digits:
        dfs(1, str(digits[0]), digits[0])
    return res

print(expressions([1,2,3,4],2))
",O(2 ^ n)
"def count_above(nums, t):
    n=len(nums)
    c=0
    for mask in range(1<<n):
        s=0
        for i in range(n):
            if (mask>>i)&1:
                s+=nums[i]
        if s>t:
            c+=1
    return c

print(count_above([1,3,5,7],6))
",O(2 ^ n)
"class P:
    def run(self, s):
        res=[]
        cur=[]
        def rec(i):
            if i==len(s):
                res.append(''.join(cur))
                return
            cur.append(s[i])
            rec(i+1)
            cur.pop()
            rec(i+1)
        rec(0)
        return res

print(P().run('abca'))
",O(2 ^ n)
"def choose_signs(arr):
    best=float('inf')
    best_repr=''
    def dfs(i, val, reprs):
        nonlocal best, best_repr
        if i==len(arr):
            if abs(val)<abs(best):
                best=val
                best_repr=reprs
            return
        dfs(i+1, val+arr[i], f'{reprs}+{arr[i]}')
        dfs(i+1, val-arr[i], f'{reprs}-{arr[i]}')
    if arr:
        dfs(1, arr[0], f'{arr[0]}')
    return best_repr, best

print(choose_signs([10,3,4,8,2]))
",O(2 ^ n)
"n=4
state=[0]*n
res=[]

def go(i):
    if i==n:
        res.append(tuple(state))
        return
    state[i]=0
    go(i+1)
    state[i]=1
    go(i+1)

go(0)
print(len(res))
",O(2 ^ n)
"def unique_subsets(s):
    out=set()
    cur=[]
    def dfs(i):
        if i==len(s):
            out.add(''.join(cur))
            return
        cur.append(s[i])
        dfs(i+1)
        cur.pop()
        dfs(i+1)
    dfs(0)
    return sorted(out)

print(unique_subsets('aab'))
",O(2 ^ n)
